x,y,R,G,B,date,time,filename,watershed,temperature,class,year,week,month,season_autumn,season_spring,season_winter,temp_F
1343,1594,173,161,201,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1348,1590,174,163,205,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1352,1608,165,156,199,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1357,1604,168,157,200,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1191,1630,175,168,210,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1197,1628,177,170,212,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1203,1626,177,169,210,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1209,1624,175,159,204,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1021,1623,145,135,170,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1026,1599,156,150,186,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1030,1601,165,155,192,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1034,1603,162,150,186,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1038,1605,164,154,189,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1042,1607,136,125,165,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1046,1609,153,145,184,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1050,1611,155,151,186,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1054,1613,124,118,154,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1576,1524,69,55,88,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_t,2019,4,1,False,False,True,30
1583,1525,78,67,97,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_t,2019,4,1,False,False,True,30
1590,1526,53,42,72,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_t,2019,4,1,False,False,True,30
1633,1548,123,113,147,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_t,2019,4,1,False,False,True,30
1642,1546,140,131,162,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_t,2019,4,1,False,False,True,30
1857,1384,172,160,206,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1861,1382,175,164,206,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1865,1380,177,166,208,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1868,1405,186,178,217,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1872,1403,188,177,217,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1919,1437,188,176,214,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1924,1418,183,175,214,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1928,1424,185,173,213,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1932,1430,189,177,217,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1936,1436,189,177,215,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1941,1417,185,173,213,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1847,1476,168,160,199,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1851,1466,177,165,205,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1855,1456,177,166,206,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1858,1475,176,166,203,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1862,1465,175,167,204,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1866,1455,180,172,209,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1869,1474,175,165,202,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1101,1694,181,173,214,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1108,1688,181,174,215,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1114,1698,176,168,209,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1121,1692,182,171,211,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1128,1686,188,177,217,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,snow_o,2019,4,1,False,False,True,30
1448,1323,40,30,39,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1453,1329,30,18,30,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1459,1315,17,16,24,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1464,1321,11,5,15,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1469,1327,15,12,23,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1572,1325,14,9,13,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1576,1327,17,11,15,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1580,1329,19,13,17,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1622,1369,24,17,25,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1626,1375,27,20,28,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1630,1381,34,26,41,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1634,1387,32,25,41,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1639,1368,34,25,28,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
955,1413,20,12,23,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
960,1424,22,12,23,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
966,1416,22,14,25,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
972,1408,24,14,23,2019-01-25,2024-09-11 11:58:29,Hbwtr_w6_20190125_115829.JPG,w6,30F,open_water_dark,2019,4,1,False,False,True,30
1633,1361,61,45,72,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1637,1376,47,33,59,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1642,1368,58,46,68,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1646,1383,109,98,130,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1651,1375,95,84,118,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1656,1367,83,68,101,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1660,1382,104,96,120,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1735,1350,126,110,120,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1743,1345,33,20,46,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1751,1340,83,74,93,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1545,1452,82,68,103,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1549,1467,62,51,83,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1554,1459,66,57,88,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1559,1451,52,37,68,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1563,1466,58,44,77,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1524,1532,95,80,113,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1529,1529,100,86,121,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1534,1526,95,84,118,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1539,1523,55,44,76,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1666,1501,68,53,84,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1673,1503,85,69,96,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1680,1505,74,64,91,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1687,1507,76,67,96,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1694,1509,95,78,110,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1400,1260,164,148,195,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1406,1259,159,144,185,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1412,1258,169,156,200,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1418,1257,164,151,197,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1236,1293,127,114,158,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1241,1290,132,119,163,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1246,1287,129,116,159,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1250,1306,121,110,153,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1255,1303,124,112,158,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1260,1300,124,113,156,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1265,1297,124,108,153,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1128,1320,174,163,206,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1134,1319,176,165,208,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1140,1318,173,161,207,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1146,1317,173,160,206,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1135,1400,173,160,204,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1140,1382,179,170,213,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1144,1389,175,164,207,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1148,1396,170,157,201,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1152,1403,165,153,199,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1222,1377,177,166,208,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1226,1384,166,157,202,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1230,1391,165,153,199,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1235,1373,176,165,208,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1239,1380,173,161,207,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1077,1455,181,173,214,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1081,1462,180,171,214,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1086,1444,181,170,213,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1090,1451,182,169,213,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1094,1458,181,168,212,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1098,1465,180,169,212,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1103,1447,182,169,213,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1002,1536,175,164,206,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1007,1548,175,167,206,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1013,1541,176,165,208,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1019,1534,177,165,211,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1186,1517,184,173,215,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1190,1520,181,172,215,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1195,1497,186,175,217,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1199,1500,176,165,207,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1340,1516,197,182,223,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1343,1536,200,185,224,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1347,1527,193,181,221,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1351,1518,196,182,218,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1354,1538,201,189,225,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1358,1529,199,184,225,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1362,1520,196,181,222,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1365,1540,202,188,224,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1206,1597,192,179,225,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1211,1589,188,177,220,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1216,1581,191,179,219,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1220,1596,191,180,222,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1225,1588,183,174,217,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1230,1580,192,177,220,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1234,1595,191,178,222,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1086,1636,186,173,216,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1090,1635,185,172,216,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1094,1634,186,173,217,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1098,1633,180,169,212,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1102,1632,185,173,219,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1106,1631,182,170,216,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1110,1630,178,169,214,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1114,1629,182,173,218,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1033,1691,177,165,211,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1038,1698,177,165,211,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1043,1705,181,168,212,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1049,1692,178,165,211,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1054,1699,180,167,211,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,snow_o,2019,4,1,False,False,True,26
1723,1441,32,20,40,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,open_water_dark,2019,4,1,False,False,True,26
1728,1453,36,24,46,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,open_water_dark,2019,4,1,False,False,True,26
1737,1514,125,112,140,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1743,1507,100,90,124,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1748,1519,123,112,144,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1754,1512,124,112,148,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1627,1554,147,133,166,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1633,1547,143,132,164,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1639,1540,130,117,147,2019-01-26,2024-09-11 11:58:26,Hbwtr_w6_20190126_115826.JPG,w6,26F,ice_t,2019,4,1,False,False,True,26
1531,1342,65,57,80,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1535,1354,67,60,78,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1540,1343,55,51,68,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1544,1355,67,62,84,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1599,1330,62,53,74,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1604,1344,67,58,79,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1610,1340,74,62,82,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1478,1364,109,102,133,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1482,1364,97,91,119,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1486,1364,79,70,99,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1490,1364,81,71,96,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1494,1364,71,59,81,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
1498,1364,72,60,82,2019-01-27,2024-09-11 11:58:22,Hbwtr_w6_20190127_115822.JPG,w6,24F,ice_t,2019,4,1,False,False,True,24
